Date,Close,High,Low,Open,Volume
2015-01-02,57.53343200683594,57.66978259417924,56.90126196160513,57.17396313629174,10220400
2015-01-05,55.95921325683594,57.26693252729185,55.46959281983484,57.08099903985371,18502400
2015-01-06,55.66170120239258,56.65333981810223,55.17208093621886,55.92820325287996,16670700
2015-01-07,56.2257080078125,56.696735979836554,55.77947147941964,56.18232416357899,13590700
2015-01-08,57.16154861450195,57.18633532258313,56.399227307722185,56.554170239886254,15487500
2015-01-09,57.08099365234375,57.502438752739025,56.628562792623335,57.204950875097985,14488400
2015-01-12,55.984012603759766,56.60997899426406,55.66792752190544,56.54800273253407,15176300
2015-01-13,55.779457092285156,56.66573087744634,55.22786061709565,56.32485452604467,17469000
2015-01-14,55.61833572387695,55.71130246584291,54.08130387351477,55.12871529610882,23272100
2015-01-15,55.1348991394043,56.188514043733655,54.85600371888149,56.04596444822144,18759600
2015-01-16,56.473602294921875,56.51698612730897,55.14729115796447,55.14729115796447,17713100
2015-01-20,56.45502471923828,56.88266887833373,56.0149872016622,56.48601520816698,16761000
2015-01-21,56.93846130371094,57.01283092526697,56.40545694962658,56.857887909044436,14276400
2015-01-22,57.55821990966797,57.62019615596785,56.59757154232401,57.211144419116515,13559000
2015-01-23,56.33109664916992,57.316536936937204,56.26912037292047,57.19257965595153,14706300
2015-01-26,56.870262145996094,56.98182126002606,56.07075595019524,56.15752362460926,10672500
2015-01-27,56.368255615234375,56.771108318812644,56.15133638361058,56.547990043861134,12301500
2015-01-28,54.508934020996094,56.355856272295696,54.42836538023036,56.32486578743281,17829700
2015-01-29,54.279632568359375,54.7010777149639,53.31898408274337,54.6762862676948,22683000
2015-01-30,54.180458068847656,54.800229965480966,53.45532608462292,54.0193207802317,22679900
2015-02-02,55.51918029785156,55.525374613721965,54.23005332399887,54.446972591597785,20306300
2015-02-03,57.173954010009766,57.223536893580906,56.281481019665456,56.33726294580399,21900900
2015-02-04,56.684329986572266,57.18634364674342,56.095548650037806,56.79588910310849,19632200
2015-02-05,57.24214172363281,57.35370087165229,56.83308993806638,57.26073412688855,12809000
2015-02-06,57.13596725463867,57.62302719685248,56.798770810627246,57.51062838218201,12331200
2015-02-09,57.17343521118164,57.62927619790599,56.97361561411446,57.07352779468554,11360700
2015-02-10,56.82999801635742,57.2858342406649,56.386648432629265,57.2858342406649,12952900
2015-02-11,56.57398223876953,56.7176048220937,56.06818987381249,56.21180769306118,12240600
2015-02-12,57.67924499511719,57.86033228924016,56.83625126907811,57.11100506210276,14843000
2015-02-13,58.30367660522461,58.3536279378442,57.623037888960546,57.8853002504969,12061000
2015-02-17,58.103851318359375,58.116337959278134,57.629277974169284,57.916518356052066,11758700
2015-02-18,56.82999801635742,57.441943450318824,56.442845461348675,57.441943450318824,19177900
2015-02-19,55.849647521972656,56.46159312195128,55.312631313947826,55.9745330179465,19350600
2015-02-20,56.14936447143555,56.16185587722144,55.48121718415325,55.824659382133824,15959900
2015-02-23,55.58112335205078,55.91831981060394,55.41252274073675,55.73723255893234,12771800
2015-02-24,55.8371696472168,56.06196740571511,55.65608229931108,55.78097258963095,9990700
2015-02-25,55.949546813964844,56.01198955285372,55.62484171329733,55.93081446870574,9925700
2015-02-26,55.35633850097656,55.687289333766984,55.00040961762588,55.65606557954766,13984000
2015-02-27,55.28765106201172,55.74973309561998,55.16276080693104,55.50620305330778,13090600
2015-03-02,54.975425720214844,55.2751527669088,54.54456273100733,55.16275393337969,13793700
2015-03-03,54.71318435668945,54.96295540341261,54.4072067255221,54.9067583471231,13493800
2015-03-04,54.43841552734375,54.925475604305724,54.282306284005884,54.925475604305724,13467600
2015-03-05,54.163665771484375,54.444665288881566,54.02628886485593,54.36973113142704,12527600
2015-03-06,53.470523834228516,54.076228319274115,53.27694994216959,53.95758856159682,16070500
2015-03-09,53.17705154418945,53.93886060124406,53.1520734951601,53.77651042866683,14503800
2015-03-10,52.615055084228516,53.408087859419865,52.60256367821418,52.964738227421485,17195500
2015-03-11,52.465171813964844,53.03341152345602,52.45268517559185,53.03341152345602,13004700
2015-03-12,52.590091705322266,52.90231024571095,52.490179485641,52.7212229205963,10792900
2015-03-13,52.37152862548828,52.56510255516584,51.62844713170535,52.39026097170535,16799900
2015-03-16,52.927268981933594,52.98971171440407,51.996854641045516,52.271608380805766,13516200
2015-03-17,52.50266647338867,52.98348088889946,52.46519701212543,52.78990693466577,12979700
2015-03-18,53.74528121948242,53.93261418614439,52.09676826352792,52.16545670036563,18745700
2015-03-19,52.70872116088867,53.38935509700656,52.658765065373004,53.19578118197771,12738500
2015-03-20,52.789878845214844,53.326894784836526,52.69621238801126,52.87105390061853,36083500
2015-03-23,53.34562683105469,53.5641787206158,53.083364563581355,53.08960550037318,17450700
2015-03-24,52.77742385864258,53.56421597231791,52.76493721230109,53.264488819350206,10174300
2015-03-25,52.98971176147461,53.4330613557065,52.93350996734868,53.108356288126494,11934700
2015-03-26,52.652530670166016,53.43307696494674,52.5089080557327,53.26448106146777,14400700
2015-03-27,52.19044494628906,52.4839310948462,52.03433569825451,52.47768539098349,11579300
2015-03-30,53.470523834228516,53.589168355980725,52.608802727176744,52.62128936753623,15653200
2015-03-31,53.07714080810547,53.289447084581475,52.73994428304722,52.983474312687754,13354000
2015-04-01,52.73993682861328,53.70157016843474,52.615051361758624,53.514237204077574,14522300
2015-04-02,52.6400260925293,53.03966527818403,52.359026663691665,52.50889016729347,11297400
2015-04-06,53.15830612182617,53.47677024205655,52.577579673911934,53.17079752642539,10916400
2015-04-07,53.54546356201172,53.80772591363123,52.927272372029904,53.08338159524277,11836100
2015-04-08,52.49018096923828,53.63914770766332,52.46520291361198,53.576704950636056,16257100
2015-04-09,52.85858917236328,52.90854527212146,52.33405965305421,52.45270419896091,13281800
2015-04-10,53.426822662353516,53.72655448750537,52.933516911753514,53.308182884212265,13372400
2015-04-13,53.289451599121094,53.85769155913934,53.22700885157792,53.65162620457825,9880500
2015-04-14,54.09496307373047,54.62573821213449,53.40808348553571,53.45179387485515,15693800
2015-04-15,55.00041198730469,55.28140673108118,54.41343968403904,54.41343968403904,15332800
2015-04-16,54.781856536865234,55.05036461993356,54.39470390702284,54.8755182695017,9570800
2015-04-17,54.282318115234375,54.55082626286186,53.80150363715016,54.413449336530064,14430100
2015-04-20,54.475868225097656,55.01288428504957,54.37596080868159,54.407179792028806,11593600
2015-04-21,54.251060485839844,54.71314708849473,54.13242074868173,54.563278845651695,10100500
2015-04-22,54.61324691772461,54.82555792633113,53.91387592312242,54.35098458127696,8663600
2015-04-23,54.6632080078125,55.1877327286681,54.51958542143981,54.55080917276122,9866100
2015-04-24,54.307281494140625,54.55081151988402,54.113707567030694,54.44465838334475,8405700
2015-04-27,54.332252502441406,54.70066796294903,54.17614328749916,54.582028199164036,10534600
